name,domain,exchanges,listings,exchange_list
ArtChaos s.r.o.,silvermob.com,3,3,appnexus.com pubmatic.com xandr.com
"Audacy Operations, Inc.",audacy.com,3,3,conversantmedia.com improvedigital.com rubiconproject.com
Avantis Team Ltd,browsi.com,3,3,media.net themediagrid.com video.unrulymedia.com
Avantis Video,avantisvideo.com,3,3,adform.com pubmatic.com rubiconproject.com
BRNDTS Corp.,brndts.com,3,3,improvedigital.com lijit.com rubiconproject.com
"Bab Software Applications, S.L.",wearebab.com,3,3,seedtag.com sharethrough.com smartadserver.com
Better Collective EU,bettercollective.com,3,3,gumgum.com improvedigital.com seedtag.com
BetweenX,betweenx.com,3,3,adyoulike.com amxrtb.com media.net
Bidease,bidease.com,3,3,conversantmedia.com pubmatic.com video.unrulymedia.com
BitCentral,bitcentral.com,3,3,gumgum.com triplelift.com video.unrulymedia.com
BitCentral Inc.,viewnexa.com,3,3,connatix.com conversantmedia.com media.net
Blis,blis.com,3,3,pubmatic.com rubiconproject.com themediagrid.com
Boarding School Review,boardingschoolreview.com,3,3,conversantmedia.com seedtag.com video.unrulymedia.com
Business Advertising GmbH,businessad.de,3,3,improvedigital.com openx.com teads.tv
CCM Benchmark Group,ccmbenchmark.com,3,3,gumgum.com sharethrough.com smartadserver.com
"CMI Marketing, Inc. d/b/a CafeMedia #InternetBrands",internetbrands.com,3,6,kargo.com pubmatic.com video.unrulymedia.com
CYBER MEDIA SERVICES PTE.LTD,auxoads.com,3,4,ogury.com pubmatic.com rubiconproject.com
Captiv.ai,captiv.ai,3,3,adyoulike.com conversantmedia.com lijit.com
Carliba Media Ltd,carliba.io,3,3,lijit.com onetag.com rubiconproject.com
Cinedigm Corp.,cinedigm.com,3,3,conversantmedia.com teads.tv triplelift.com
Cinepulse.io,cinepulse.io,3,5,lijit.com sharethrough.com smartadserver.com
Cineverse,cineverse.com,3,3,freewheel.tv media.net nativo.com
"Colo IP Networks, LLC",coloip.com,3,3,appnexus.com conversantmedia.com xandr.com
Core Media,core-media.fr,3,3,adyoulike.com improvedigital.com rubiconproject.com
DA Media Management,mngmnt.de,3,3,gumgum.com onetag.com seedtag.com
DAILYFRESH MEDIA,admysports.com,3,3,rubiconproject.com seedtag.com teads.tv
DEMIROREN REKLAM VE YATIRIM A.S.,medyanetbrandstudio.com,3,3,rubiconproject.com sharethrough.com smartadserver.com
DPG Media BE,dpgmedia.be,3,3,appnexus.com freewheel.tv xandr.com
Decido.io,decido.io,3,3,lijit.com sharethrough.com triplelift.com
Define Media [HB],definemedia.de,3,3,adyoulike.com improvedigital.com themediagrid.com
Det Nordjyske Mediehus A/S,jubii.dk,3,3,appnexus.com rubiconproject.com xandr.com
Digital Solution International Company Limited,ad360.live,3,3,appnexus.com pubmatic.com xandr.com
E-BOREALIS Lda.,e-borealis.com,3,3,appnexus.com themediagrid.com xandr.com
EDGE Social Ltd,edge226.com,3,5,freewheel.tv sharethrough.com smartadserver.com
Edge226,dauup.com,3,5,lijit.com smaato.com video.unrulymedia.com
Edisound,edisound.com,3,3,improvedigital.com sharethrough.com smartadserver.com
Egami.tv LLC,egami.tv,3,3,openx.com pubmatic.com video.unrulymedia.com
Elemental TV LLC,app.elementaltv.io,3,3,conversantmedia.com loopme.com video.unrulymedia.com
Elite Street LLC,mobimight.com,3,6,conversantmedia.com pubmatic.com video.unrulymedia.com
Engage Media TV LTD,engagemedia.tv,3,3,improvedigital.com loopme.com video.unrulymedia.com
Escalax,escalax.io,3,5,adyoulike.com improvedigital.com media.net
Exit Bee Limited,exitbee.com,3,3,improvedigital.com sharethrough.com smartadserver.com
FOMOTVUK,fomo-tv.com,3,8,freewheel.tv lijit.com loopme.com
FRAME ADVERTISING LIMITED,frameadvertising.com,3,4,freewheel.tv loopme.com teads.tv
Factinate.Com,factinate.com,3,4,amxrtb.com sharethrough.com smartadserver.com
FloSports Inc.,flosports.tv,3,4,inmobi.com teads.tv themediagrid.com
Frameplay Corporation,frameplay.gg,3,3,appnexus.com rubiconproject.com xandr.com
Frameplay Corporation,frameplay.com,3,3,loopme.com media.net video.unrulymedia.com
FreeWheel SSP,freewheel.tv,3,3,appnexus.com pubmatic.com xandr.com
GMO NIKKO Inc.,gmossp-sp.jp,3,3,appnexus.com themediagrid.com xandr.com
Gamoshi,gamoshi.io,3,3,sharethrough.com smartadserver.com triplelift.com
Ginger AD,ginger.ad,3,3,adyoulike.com lijit.com rubiconproject.com
GingerAd SAS,gingerad.com,3,3,appnexus.com sharethrough.com xandr.com
GoGo CTV,gogoctv.com,3,3,pubmatic.com sharethrough.com smartadserver.com
Good Move S.r.l.,goodmove.media,3,3,adform.com rubiconproject.com seedtag.com
Gotchosen,gotchosen.com,3,4,amxrtb.com pubmatic.com rubiconproject.com
GothamAds LLC,gothamads.com,3,3,conversantmedia.com freewheel.tv themediagrid.com
Gramica,gramica-africa.com,3,3,sharethrough.com smartadserver.com teads.tv
Groupe Ouest-France,20minutes.fr,3,4,pubmatic.com sharethrough.com triplelift.com
Hax Media,haxmediapartners.com,3,6,adyoulike.com freewheel.tv onetag.com
Hexagram Advertising Exchange,pubocean.com,3,3,conversantmedia.com lijit.com pubmatic.com
HicMobile,hicmobile.com,3,3,adform.com sharethrough.com smartadserver.com
Hispanic Exchange,numatec.com,3,3,sharethrough.com smartadserver.com triplelift.com
Hive Media [OW],hivemedia.com,3,3,adyoulike.com lijit.com pubmatic.com
Hometalk,verticalscope.com,3,4,amxrtb.com sharethrough.com video.unrulymedia.com
Hoppr - StarHub,hopprtv.com,3,3,indexexchange.com sharethrough.com smartadserver.com
I.R.V. d.o.o.,contentexchange.me,3,3,adform.com sharethrough.com smartadserver.com
IB Times,ibtimes.com,3,3,amxrtb.com sharethrough.com smartadserver.com
IGOAL SOLUCOES EM TECNOLOGIA LTDA.,igoal.com.br,3,3,seedtag.com sharethrough.com smartadserver.com
Innity Sdn Bhd,innity.com,3,3,openx.com sharethrough.com smartadserver.com
Intercept Interactive Inc.,undertone.com,3,5,openx.com pubmatic.com rubiconproject.com
Juice Bar Ads,juicebarads.com,3,3,sharethrough.com smartadserver.com teads.tv
JustPremium,justpremium.com,3,3,pubmatic.com sharethrough.com smartadserver.com
KLEEKR,kleekr.com,3,3,adyoulike.com sharethrough.com themediagrid.com
KONODRAC SL,konodrac.com,3,3,freewheel.tv sharethrough.com smartadserver.com
Kiosked,kiosked.com,3,3,appnexus.com pubmatic.com xandr.com
LG,lg.com,3,3,improvedigital.com openx.com teads.tv
"Lanista Concepts, LLC",lanistaconcepts.com,3,3,openx.com rubiconproject.com sharethrough.com
LeeadsAdProfit AB,leeadsadprofit.com,3,5,adform.com indexexchange.com pubmatic.com
Life of Svea AB,lifeofsvea.se,3,3,appnexus.com indexexchange.com xandr.com
"LiveIntent, Inc.",liveintent.com,3,3,appnexus.com lijit.com xandr.com
"Logly, Inc",logly.co.jp,3,3,pubmatic.com rubiconproject.com themediagrid.com
M32 Media Inc.,m32.media,3,3,appnexus.com indexexchange.com xandr.com
MQuest Group,mquestgroup.com,3,3,lijit.com sharethrough.com smartadserver.com
MVS Radio,mvs.com,3,3,improvedigital.com sharethrough.com smartadserver.com
Magnite,magnite.com,3,3,connatix.com sharethrough.com smartadserver.com
Maiden Marketing Pte Ltd,pokkt.com,3,4,pubmatic.com sharethrough.com smartadserver.com
Mangox.pte.ltd.,mangomob.net,3,4,inmobi.com pubmatic.com smaato.com
Marktube Group,marktubegroup.com,3,3,aps.amazon.com lijit.com teads.tv
Mas Medios Chile,masmedioschile.cl,3,3,seedtag.com sharethrough.com smartadserver.com
Media16,media16.tv,3,9,freewheel.tv openx.com pubmatic.com
Mediekompaniet Narhet HB,mediekompaniet.com,3,3,indexexchange.com pubmatic.com rubiconproject.com
Melon Reklam,melonreklam.com,3,3,lijit.com sharethrough.com smartadserver.com
Membrana Europe BV,membrana.media,3,3,inmobi.com lijit.com risecodes.com
Meta Network,metajoy.io,3,3,sharethrough.com smartadserver.com triplelift.com
Metup,metup.it,3,4,amxrtb.com indexexchange.com triplelift.com
Mile Tech,mile.tech,3,3,amxrtb.com nativo.com seedtag.com
Mind Tank Media LLC,mindtankmedia.com,3,3,lijit.com sharethrough.com smartadserver.com
MoPub Inc.,mopub.com,3,3,appnexus.com blis.com xandr.com
MobkoiLimited,mobkoi.com,3,7,freewheel.tv sharethrough.com smartadserver.com
"Mobwith Co., Ltd",mixer.mobon.net,3,4,pubmatic.com sharethrough.com smartadserver.com
Monetumo ApS,monetumo.com,3,3,conversantmedia.com inmobi.com rubiconproject.com
Motiv Intelligence Inc.,motiv-i.com,3,5,pubmatic.com themediagrid.com video.unrulymedia.com
Mow Player,mowplayer.com,3,3,amxrtb.com sharethrough.com smartadserver.com
Multichanel Network Sp.z.o.o.,mcnetwork.pl,3,3,adform.com sharethrough.com smartadserver.com
"Multimerica AdEX, LLC",multimericamedia.com,3,4,lijit.com pubmatic.com triplelift.com
Must Digital Agency - oRTB,mustdigitalagency.com,3,4,sharethrough.com smartadserver.com triplelift.com
NTT Docomo,docomo.ne.jp,3,5,indexexchange.com openx.com themediagrid.com
Nativery srl,nativery.com,3,3,appnexus.com onetag.com xandr.com
Neo Era Media Inc,neo-era.com,3,3,aps.amazon.com pubmatic.com rubiconproject.com
Neuwo AI Oy,neuwo.ai,3,3,rubiconproject.com sharethrough.com smartadserver.com
Nexxen SSP,nexxen.com,3,3,sharethrough.com smaato.com video.unrulymedia.com
Nostemedia Oy,nostemedia.fi,3,3,adform.com pubmatic.com rubiconproject.com
Nuclion.io,nuclion.io,3,3,adform.com amxrtb.com improvedigital.com
ODK Media,odkmedia.net,3,4,sharethrough.com smartadserver.com teads.tv
OmnifyTV,omnifytv.com,3,4,adyoulike.com lijit.com media.net
One.Co.Il,one.co.il,3,4,amxrtb.com freewheel.tv lijit.com
Orange,orange.fr,3,5,aps.amazon.com pubmatic.com triplelift.com
Origin Media Inc.,originmedia.tv,3,5,freewheel.tv lijit.com pubmatic.com
"Origin Snow Grav Technology Co., Limited",osgdigital.net,3,3,openx.com rubiconproject.com themediagrid.com
Otonal Inc.,otonal.co.jp,3,3,rubiconproject.com sharethrough.com smartadserver.com
Outside Television Inc.,outsideinc.com,3,5,appnexus.com freewheel.tv xandr.com
Oveeo,oveeo.com,3,3,amxrtb.com connatix.com lijit.com
Overwolf,overwolf.com,3,3,nativo.com triplelift.com video.unrulymedia.com
PaperLit,paperlit.com,3,3,sharethrough.com smartadserver.com themediagrid.com
Paxa Media Holdings LLC,paxamedia.com,3,4,conversantmedia.com media.net ogury.com
Pixecutive Ltd,ketchupadv.com,3,3,aps.amazon.com sharethrough.com smartadserver.com
Pixelpluses,pixelpluses.com,3,3,lijit.com sharethrough.com smartadserver.com
Place Exchange,placeexchange.com,3,3,contextweb.com sharethrough.com smartadserver.com
"Platform One, Inc.",impact-ad.jp,3,4,pubmatic.com rubiconproject.com themediagrid.com
Powerspace,powerspace.com,3,3,adyoulike.com sharethrough.com smartadserver.com
Pragma Consult,programme-tv.com,3,3,adyoulike.com appnexus.com xandr.com
Pub Ventures Media Corp,pubventuresmedia.com,3,3,appnexus.com risecodes.com xandr.com
Pubs Fusion Private Limited,pubsfusion.com,3,3,conversantmedia.com improvedigital.com lijit.com
QUANT-X,quantum-advertising.com,3,7,appnexus.com improvedigital.com xandr.com
QUANTIVE  TECHNOLOGIES LTD,qntv.io,3,3,improvedigital.com ogury.com video.unrulymedia.com
RMB,rmb.be,3,3,improvedigital.com sharethrough.com smartadserver.com
RTK.io,rtk.io,3,4,pubmatic.com sharethrough.com video.unrulymedia.com
Reach Plc,reachplc.com,3,3,indexexchange.com kargo.com sharethrough.com
Red Pineapple Media GmbH,redpineapplemedia.com,3,4,appnexus.com freewheel.tv xandr.com
Red View Media,redviewmedia.com,3,3,adform.com appnexus.com xandr.com
Rediads private limited,rediads.com,3,4,media.net pubmatic.com triplelift.com
Rtb Demand,rtbdemand.com,3,12,amxrtb.com openx.com triplelift.com
Rumble,rumble.com,3,3,pubmatic.com sharethrough.com smartadserver.com
SMX,smx.sg,3,3,inmobi.com kargo.com themediagrid.com
Sabio Inc,sabio.inc,3,3,connatix.com sharethrough.com smartadserver.com
SerpensX S.r.l.,serpensx.com,3,3,adform.com pubmatic.com rubiconproject.com
ShowMeTV,showmetelevision.com,3,3,gumgum.com pubmatic.com video.unrulymedia.com
Sinclair Broadcast Group,sbgi.net,3,4,freewheel.tv inmobi.com seedtag.com
Sky Italia,sky.it,3,5,ogury.com openx.com triplelift.com
Sky UK Limited,sky.com,3,5,indexexchange.com lijit.com seedtag.com
Sliide / T-Mobile,sliide.com,3,4,nativo.com themediagrid.com triplelift.com
Smart Exchange,adsmartx.ai,3,3,lijit.com loopme.com risecodes.com
SmartBidUK,smartbid.ai,3,6,freewheel.tv improvedigital.com lijit.com
Snackable Media,snackablemedia.com,3,3,amxrtb.com inmobi.com openx.com
Softonic [HB],en.softonic.com,3,3,adyoulike.com sharethrough.com smartadserver.com
Solitairen OOD,pubmonetize.io,3,3,connatix.com pubmatic.com seedtag.com
SpinX,spinx.io,3,3,adyoulike.com sharethrough.com smartadserver.com
"SportX, LLC",sportxads.com,3,5,lijit.com loopme.com sharethrough.com
Ssmas,ssmas.com,3,3,amxrtb.com inmobi.com video.unrulymedia.com
StreamAMP,streamamp.com,3,3,conversantmedia.com pubmatic.com sharethrough.com
StreamAMP Ltd,streamamp.co.uk,3,3,lijit.com sharethrough.com smartadserver.com
StreamAds B.V.,tunnl.com,3,5,appnexus.com triplelift.com xandr.com
StreamVantage Inc.,streamvantage.tv,3,3,connatix.com sharethrough.com video.unrulymedia.com
StreamVision Media LLC,streamvisionmedia.com,3,4,connatix.com conversantmedia.com pubmatic.com
Streamix Ltd,streamix-tv.com,3,3,loopme.com triplelift.com video.unrulymedia.com
Sunday Market,sunday.market,3,3,amxrtb.com smaato.com triplelift.com
Supership Inc. (Ad Generation),supership.jp,3,5,appnexus.com aps.amazon.com xandr.com
TURKUVAZ REKLAM PAZARLAMA DANIŞMANLIK A.Ş.,turkuvazreklampazarlama.com,3,3,adform.com sharethrough.com smartadserver.com
TV Azteca S.A.B. de C.V.,tvazteca.com,3,3,conversantmedia.com sharethrough.com smartadserver.com
TVCoins,tvcoins.com,3,3,lijit.com sharethrough.com smartadserver.com
TVisionary,tvisionary.co,3,3,lijit.com rubiconproject.com video.unrulymedia.com
Tagoras,tagoras.io,3,3,lijit.com media.net rubiconproject.com
Tastemade,tastemade.com,3,7,freewheel.tv teads.tv video.unrulymedia.com
The Arena Group,thearenagroup.net,3,3,aps.amazon.com connatix.com lijit.com
The Mobile Agency AB,themobileagency.se,3,3,adform.com pubmatic.com rubiconproject.com
Tivo,tivo.com,3,4,pubmatic.com teads.tv video.unrulymedia.com
Tri-table Sp. z o.o.,tri-table.com,3,3,ogury.com openx.com triplelift.com
Triple- B Media- RTB,tripleb.tv,3,4,sharethrough.com triplelift.com video.unrulymedia.com
Turkuvaz Reklam Pazarlama Danışmanlık A.Ş.,sabah.com.tr,3,3,appnexus.com triplelift.com xandr.com
Ubrik Video,ubrikvideo.com,3,3,adform.com conversantmedia.com triplelift.com
Vendo Nexus Ltd,vendonexus.com,3,3,aps.amazon.com rubiconproject.com video.unrulymedia.com
Vertis Media Limited,vertismedia.co.uk,3,3,rubiconproject.com seedtag.com themediagrid.com
Video Elephant,videoelephant.com,3,3,lijit.com sharethrough.com video.unrulymedia.com
Visoon Video Impact GmbH & Co. KG,visoon.de,3,3,adform.com sharethrough.com smartadserver.com
WECALL INTERNATIONAL LTD,wecallmedia.com,3,5,freewheel.tv sharethrough.com smartadserver.com
WayToGrow Sp. zo.o. Sp. k.,waytogrow.pl,3,4,appnexus.com openx.com xandr.com
WebAds SP,webads.es,3,3,appnexus.com teads.tv xandr.com
Webads It,webads.it,3,3,amxrtb.com teads.tv themediagrid.com
Webedia,webedia-group.com,3,3,lijit.com ogury.com themediagrid.com
Weborama NL B.V.,weborama.nl,3,3,appnexus.com improvedigital.com xandr.com
Weegooadscom,weegooads.com,3,3,sharethrough.com smartadserver.com video.unrulymedia.com
Wirtualna Polska Media S.A.,wp.pl,3,4,indexexchange.com openx.com triplelift.com
Wonderus.fi,wonderus.fi,3,3,appnexus.com kargo.com xandr.com
Y8,y8.com,3,3,amxrtb.com sharethrough.com smartadserver.com
"ZEDO, Inc.",zedo.com,3,4,lijit.com openx.com pubmatic.com
Zeta,zetaglobal.net,3,3,pubmatic.com sharethrough.com smartadserver.com
Zeta Global Corp,zetaglobal.com,3,3,indexexchange.com inmobi.com pubmatic.com
adbility media GmbH,adbility-media.com,3,4,appnexus.com freewheel.tv xandr.com
adhousedigital,adhousedijital.com,3,3,sharethrough.com smartadserver.com themediagrid.com
ayeT-Studios GmbH,ayetstudios.com,3,3,improvedigital.com rubiconproject.com smaato.com
crackle.tech,crackle.tech,3,4,pubmatic.com rubiconproject.com video.unrulymedia.com
criteo,criteo.com,3,4,improvedigital.com pubmatic.com themediagrid.com
eReleGo Technologies Pvt. Ltd.,ergadx.com,3,6,aps.amazon.com pubmatic.com rubiconproject.com
iPROM doo,iprom.si,3,3,sharethrough.com smartadserver.com themediagrid.com
loyal.app,loyal.app,3,3,adyoulike.com conversantmedia.com improvedigital.com
olyzon,olyzon.tv,3,4,pubmatic.com sharethrough.com smartadserver.com
saambaa LLC,go.saambaa.com,3,3,conversantmedia.com undertone.com yieldmo.com
skafidia sa,mango.mp,3,3,lijit.com pubmatic.com triplelift.com
360ops.com,360ops.com,2,2,lijit.com openx.com
365 Hub,365hub.tv,2,2,lijit.com pubmatic.com
99 Spokes,99spokes.com,2,2,sharethrough.com smartadserver.com
A View From My Seat,aviewfrommyseat.com,2,2,onetag.com themediagrid.com
A4G,a4g.com,2,2,sharethrough.com smartadserver.com
ADSCHOLARS COLLECTIVE MARKETING MANAGEMENT LLC,adscholars.com,2,2,improvedigital.com lijit.com
ADTXTMARKETINC,adstxtmarket.com,2,5,freewheel.tv video.unrulymedia.com
ALTARES - D&B SI,manageo.fr,2,2,appnexus.com xandr.com
ALZ Software Limited,clickio.it,2,2,appnexus.com xandr.com
"ANTIPODES DIGITAL, S.L.",joinantipodes.com,2,3,lijit.com pubmatic.com
"APN, LLC",iacapps.com,2,2,appnexus.com xandr.com
APP ASPIRE LLC,appaspire.com,2,3,inmobi.com pubmatic.com
ART19,art19.com,2,2,aps.amazon.com media.net
AZURE TECH,azurebid.com,2,3,inmobi.com pubmatic.com
Ad Insertion Platform,adinsertplatform.com,2,6,pubmatic.com triplelift.com
Ad6Media,ad6media.fr,2,2,sharethrough.com smartadserver.com
AdApex,apexadv.com,2,2,sharethrough.com smartadserver.com
AdDefend GmbH,addefend.com,2,2,seedtag.com themediagrid.com
AdForm A/S,adform.com,2,2,appnexus.com xandr.com
AdGage,adgage.es,2,4,sharethrough.com smartadserver.com
AdMongrel,admongrel.com,2,2,sharethrough.com smartadserver.com
AdReady,adready.com,2,2,appnexus.com xandr.com
AdSeleto,adseleto.com,2,2,aps.amazon.com seedtag.com
AdSphere360,adsphere360.com,2,3,improvedigital.com lijit.com
Adbro,adbro.me,2,2,pubmatic.com rubiconproject.com
Adflare,adflare.com,2,2,conversantmedia.com sharethrough.com
Adhouse Digital Media Ltd.,adhouse.pro,2,2,adform.com rubiconproject.com
Adinnovation Inc.,adinnovation.co.jp,2,2,rubiconproject.com themediagrid.com
"Adklip, LLC",theadengine.com,2,3,aps.amazon.com nativo.com
Admixer EU GmbH,admixer.net,2,2,adform.com rubiconproject.com
Admysports,dailyfresh-media.com,2,2,sharethrough.com smartadserver.com
Adomega,adomega.in,2,2,amxrtb.com pubmatic.com
Adrenalead  Display,moneytadz.com,2,2,sharethrough.com smartadserver.com
Adrian Marica Test 1 name aa,domain.com,2,2,connatix.com conversantmedia.com
Adspire,pregged.com,2,2,sharethrough.com smartadserver.com
Adstopia HK Limited,monetrix.ai,2,2,openx.com pubmatic.com
Advergic Pvt Ltd,advergic.com,2,2,appnexus.com xandr.com
Adverline,adverline.com,2,20,openx.com triplelift.com
Adviser AB,adviser.se,2,2,adform.com improvedigital.com
Affinity Global GmbH,opinary.com,2,2,appnexus.com xandr.com
Afront LTD,afront.io,2,2,adform.com adyoulike.com
Agora,agora.pl,2,2,amxrtb.com lijit.com
Air.tv,air.tv,2,2,pubmatic.com triplelift.com
AirKast,airkast.com,2,2,sharethrough.com smartadserver.com
Akcelo,akcelo.io,2,2,gumgum.com triplelift.com
Akhado,akhado.com,2,5,freewheel.tv pubmatic.com
Alkimi,alkimi.org,2,2,sharethrough.com smartadserver.com
All Time Digital,alltimedigital.com,2,3,amxrtb.com teads.tv
Altavara Inc.,altavara.co,2,2,connatix.com lijit.com
Amadeus IT Group S.A.,amadeus.com,2,2,appnexus.com xandr.com
Amicus STR,amicusenterprises.com,2,2,sharethrough.com smartadserver.com
AnyMind Group,motorsportnetwork.com,2,2,media.net themediagrid.com
Appads.in DBA Maiden Marketing pte ltd,appads.in,2,2,pubmatic.com rubiconproject.com
Appnerve LLC,appnerve.com,2,3,connatix.com loopme.com
Appoxis,appoxis.com,2,2,sharethrough.com smartadserver.com
Appveritas LTD,apptimism.com,2,2,media.net pubmatic.com
Arclight,stream5.tech,2,2,appnexus.com xandr.com
Arkeero,arkeero.net,2,2,appnexus.com xandr.com
AscendX Media Technologies Pte. Ltd.,ascendxnow.com,2,2,appnexus.com xandr.com
Auchan Kamino,kaminoretail.com,2,2,sharethrough.com smartadserver.com
Audience Media TV,audiencemedia.tv,2,2,appnexus.com xandr.com
Audience Solutions S.A.,netsprint.eu,2,2,appnexus.com xandr.com
Aya MGMT,ayamgmt.com,2,2,sharethrough.com smartadserver.com
BCM International LLC,bcmintl.org,2,2,sharethrough.com smartadserver.com
"BI.Garage, Inc.",garage.co.jp,2,2,appnexus.com xandr.com
BIDTOX TECHNOLOGY PTE. LTD.,bidtox.com,2,2,conversantmedia.com inmobi.com
BOMESI,1accord.io,2,2,sharethrough.com smartadserver.com
Beats Media LLC,beatsmedia.com,2,2,lijit.com teads.tv
Beglobal LLC,thebeglobal.com,2,3,conversantmedia.com pubmatic.com
BestBuy,bestbuy.com,2,2,sharethrough.com smartadserver.com
Bidcliq LLC,bidcliq.com,2,2,appnexus.com xandr.com
Bidnex Global,bidnex.com,2,2,media.net pubmatic.com
Bids Trade  LLP,bidstrade.io,2,3,conversantmedia.com improvedigital.com
"Big Edition, Inc.",bigedition.com,2,3,sharethrough.com smartadserver.com
Bigo Ads Supply,bigoads.com,2,2,indexexchange.com risecodes.com
Bigthinkinggames INC,pubsmart.ai,2,2,improvedigital.com video.unrulymedia.com
Bizzclick Corp.,bizzclick.com,2,2,adform.com lijit.com
"Blabwire Media, LLC",blabwire.com,2,2,appnexus.com xandr.com
Blackrock Streaming LLC,blackrockstreaming.com,2,2,connatix.com lijit.com
Blitz App Inc Solomid,tsm.gg,2,2,sharethrough.com smartadserver.com
Blue Eye Design Co,,2,2,sharethrough.com smartadserver.com
Boola,boola.group,2,2,sharethrough.com smartadserver.com
Bouygues Telecom,bouyguestelecom.fr,2,2,sharethrough.com smartadserver.com
Braincore,braincore.com,2,2,lijit.com triplelift.com
Bravolol,bravolol.com,2,2,sharethrough.com smartadserver.com
BrideClick,brideclick.net,2,2,lijit.com sharethrough.com
Brightcast,brightcast.com,2,2,sharethrough.com smartadserver.com
Broadbandy Srl,broadbandy.it,2,2,pubmatic.com themediagrid.com
Bulletin,bulletin.ca,2,2,sharethrough.com smartadserver.com
BurdaForward GmbH,burda-forward.de,2,2,improvedigital.com teads.tv
"BuzzFeed, Inc.",buzzfeed.com,2,18,kargo.com triplelift.com
C Wire,cwire.com,2,2,appnexus.com xandr.com
CAIRORCS MEDIA S.p.A.,cairorcsmedia.it,2,2,themediagrid.com triplelift.com
CAVIXO PREMIUM,cavixo.com,2,2,sharethrough.com smartadserver.com
CRAID Inc,craid-inc.com,2,2,pubmatic.com rubiconproject.com
CTV Buyer,recruemedia.com,2,2,pubmatic.com sharethrough.com
CTVX,ctvx.tv,2,2,sharethrough.com smartadserver.com
Cadent,cadent.tv,2,2,lijit.com video.unrulymedia.com
Caffeine TV,caffeine.tv,2,2,pubmatic.com video.unrulymedia.com
Caribbean Alliance,trend.media,2,2,sharethrough.com smartadserver.com
Caroda s.r.o.,caroda.io,2,2,adform.com rubiconproject.com
Cast Iron Media,castiron.media,2,2,freewheel.tv pubmatic.com
CheckYourMath,checkyourmath.com,2,2,sharethrough.com smartadserver.com
Cignal.ioLtd,cignal.io,2,5,freewheel.tv pubmatic.com
Cinedigm OTT Holdings LLC,c360.com,2,3,connatix.com freewheel.tv
CitrusAds  Epsilon,kohls.com,2,2,sharethrough.com smartadserver.com
Claro Co,claro.com.co,2,2,sharethrough.com smartadserver.com
Climora LTD,climoraltd.com,2,2,adyoulike.com ogury.com
Clipkit Turkey,clipkit.com,2,2,sharethrough.com smartadserver.com
"Coaches Aid, Inc. dba ASBN",asbn.tv,2,2,appnexus.com xandr.com
Cocktail Advertising & Film Production LLC,streambidmedia.com,2,5,pubmatic.com video.unrulymedia.com
Collective Exchange (UK),uk.collective.com,2,2,appnexus.com xandr.com
Commodified Media ltd,commodified.me,2,2,improvedigital.com onetag.com
"Connected Culture Group, Inc.",connectedculture.tv,2,2,lijit.com onetag.com
Connectki,connectki.com,2,6,freewheel.tv lijit.com
Consequence Media,consequencemedia.com,2,2,conversantmedia.com pubmatic.com
Cool Games Publishing B.V.,girlgames.com,2,2,appnexus.com xandr.com
Core Media,coremedia.com,2,2,sharethrough.com smartadserver.com
Cortex Media Group,cortexmg.com,2,7,amxrtb.com triplelift.com
Crystall app,crystall.io,2,3,adyoulike.com risecodes.com
Cubera,cubera.co,2,2,adyoulike.com connatix.com
Cuedart Limited,cuedart.com,2,4,freewheel.tv media.net
Cyber Communications Inc.,cci.co.jp,2,2,pubmatic.com rubiconproject.com
"CyberAgent, Inc (Profit-X)",caprofitx.jp,2,2,appnexus.com xandr.com
"CyberAgent, Inc.",caprofitx.com,2,3,pubmatic.com themediagrid.com
DABLE INC.,dable.io,2,2,pubmatic.com themediagrid.com
DAX,thisisdax.com,2,2,media.net rubiconproject.com
DIGIAD DMCC,digiadglobal.ae,2,2,appnexus.com xandr.com
DIGIDAY INNOVATION INDIA PRIVATE LIMITED,digidayin.com,2,2,aps.amazon.com video.unrulymedia.com
DailyFeed,dailyfeed.co.uk,2,2,sharethrough.com smartadserver.com
Danoler,danoler.com,2,3,adyoulike.com improvedigital.com
Dasco Interactive Inc,dascointeractive.com,2,2,sharethrough.com smartadserver.com
Datability Technologies LLC,izooto.com,2,2,teads.tv themediagrid.com
Decenterads PTE LTD,decenterads.com,2,2,improvedigital.com ogury.com
Decidata,decidata.tv,2,2,sharethrough.com smartadserver.com
Decide Technologies Inc.,decide.co,2,2,connatix.com pubmatic.com
Dentsu,dentsu.com,2,2,freewheel.tv pubmatic.com
Deseret Digital,deseretdigital.com,2,2,sharethrough.com smartadserver.com
Dev2pub,dev2pub.com,2,2,amxrtb.com rubiconproject.com
Diario Editore S.r.l.,diariodelweb.it,2,2,seedtag.com themediagrid.com
DigiDesk Media FZ LLE,digidesk-media.com,2,2,appnexus.com xandr.com
Digital Box,digitalbox.com,2,2,teads.tv themediagrid.com
"Digital Fairway, Inc.",digital-fairway.com,2,7,freewheel.tv pubmatic.com
Digital Trends,digitaltrends.com,2,4,aps.amazon.com openx.com
DigitalProServer,digitalproserver.com,2,2,sharethrough.com smartadserver.com
DigitalVenture,digitalventure.it,2,2,sharethrough.com smartadserver.com
Discogs,discogs.com,2,2,sharethrough.com smartadserver.com
Diverse Media Empowerment,autoproyecto.com,2,2,appnexus.com xandr.com
