name,domain,exchanges,listings,exchange_list
IDEA PROGRAMMATIC SOLUTIONS AND SERVICES FZ-LLC,ideanetwork.site,1,1,seedtag.com
IK Outdoor HU,ikoutdoor.hu,1,1,adform.com
IMG Media - oRTB,img.com,1,1,sharethrough.com
IMMEDIATE MEDIA COMPANY,immediate.co.uk,1,1,adform.com
INCLUSIVE Inc.,inclusive.co.jp,1,1,themediagrid.com
INFOMO DIGITAL MEDIA PRIVATE LIMITED - oRTB,torcai.com,1,1,pubmatic.com
INFOSTUD 3 DOO SUBOTICA,inspiragrupa.com,1,1,seedtag.com
"INTERDOG MEDIA CO., LTD",interdogmedia.com,1,1,seedtag.com
INTERWORKS,interworks.com,1,1,themediagrid.com
INUXU DIGITAL MEDIA TECHNOLOGIES PRIVATE LIMITED,adgebra.co,1,1,rubiconproject.com
IOMEO,madamebuzz.com,1,1,seedtag.com
IQVIA Digital,iqviadigital.com,1,1,nativo.com
IT-Poland.com Jacek Pecko,it-poland.com,1,1,lijit.com
ITP Media Group,itp.com,1,1,seedtag.com
Iconic Newspapers [HB],mediaforcegroup.co.uk,1,1,adyoulike.com
IdeaSolutions srl,ideasolutions.it,1,1,themediagrid.com
Ideon Media,ideonmedia.com,1,1,sharethrough.com
Iheart,iheart.com,1,1,video.unrulymedia.com
Iliffe Media [HB],iliffemedia.co.uk,1,1,adyoulike.com
Imagen Digital,imagenradio.com.mx,1,1,improvedigital.com
InMarket Media LLC,inmarket.com,1,1,pubmatic.com
InchMediaLTD,inch.media,1,4,freewheel.tv
Index,index.hr,1,1,triplelift.com
Index curate tracking,,1,1,undertone.com
Infinety Online Media es Marketing Kft.,,1,1,adform.com
Influent Media,vivino.com,1,2,media.net
Influncer srls,unita.tv,1,1,seedtag.com
Infoplaza Network BV,weeronline.nl,1,1,gumgum.com
Informativka d.o.o.,informativka.com,1,1,lijit.com
IngbarTest,dogtrainingcode.com,1,1,risecodes.com
Ingenio,ingenio.com,1,1,pubmatic.com
Innity Sdn Bhd,beautifulnara.com,1,1,pubmatic.com
"Innobiz Media Co., Ltd.",korean.co.kr,1,1,themediagrid.com
Inquirer (iVS),inquirer.net,1,1,themediagrid.com
Inscribe Wisdom LLC,inscribewisdom.com,1,1,connatix.com
Insider [HB],insider.com,1,1,adyoulike.com
Integral Stream,integralstream.com,1,1,adyoulike.com
IntellectScoop Media Pvt Ltd,intellectscoop.com,1,1,loopme.com
Interscroller srl,adv.intxr.com,1,1,gumgum.com
Into The Bid LLC,intothebid.com,1,1,conversantmedia.com
Inuvo,inuvo.com,1,1,amxrtb.com
"Inven Co., Ltd.",inven.co.kr,1,1,themediagrid.com
Invest Net,,1,1,adform.com
Investing Channel,media.investingchannel.com,1,1,conversantmedia.com
Investing [HB],investing.com,1,1,adyoulike.com
Investors Hub,investorshub.advfn.com,1,1,conversantmedia.com
Ionic Studios LLC,ionic.tv,1,1,conversantmedia.com
Italia Online,libero.it,1,1,blis.com
Ivoox,ivoox.com,1,1,improvedigital.com
Izismile,izismile.com,1,1,amxrtb.com
"J Carter Marketing, Inc",jcartermarketing.com,1,1,conversantmedia.com
"J Carter Marketing, Inc.",adfrontiers.com,1,1,openx.com
J MEDIA GLOBAL LLC,thejmg.com,1,1,lijit.com
"J-CAST, Inc.",j-cast.co.jp,1,1,aps.amazon.com
J. Fac Associates LLC,jfacassoc.com,1,1,video.unrulymedia.com
JOONGANG_JAPANESE - KR,jtbc.co.kr,1,1,themediagrid.com
JVC Broadcasting,jvcbroadcasting.com,1,1,improvedigital.com
JWA,tenki.jp,1,1,themediagrid.com
JWS Media SRL,jwsmedia.it,1,1,rubiconproject.com
Jagran New Media,jagrannewmedia.com,1,1,amxrtb.com
Janalta Interactive Inc.,janalta.com,1,1,lijit.com
"Jane, Inc.",janesoft.net,1,1,aps.amazon.com
Janson,janson.com,1,2,openx.com
Joseph Charles Corbe DBA 1631 Digital LLC,1631digital.com,1,1,connatix.com
"Jukin Media, Inc",jukinmedia.com,1,1,openx.com
Julep Media,julep.de,1,1,improvedigital.com
Jun Group,hyprmx.com,1,1,media.net
Jungle Technology LLC,jungletechnology.com,1,1,lijit.com
JungleAds srl,sportreview.it,1,1,themediagrid.com
K-Media Group,kmediaconsulting.co.uk,1,1,lijit.com
KANARIT - JP,dietbi.com,1,1,themediagrid.com
KANZEN CORP.,kanzen.jp,1,1,aps.amazon.com
KLEEKR,playtem.com,1,1,rubiconproject.com
KLIPY,klipy.co,1,1,inmobi.com
Kadokawa Corporation,kadokawa.co.jp,1,1,media.net
Kai OS Technologies (Hong Kong) Limited,kaiostech.com,1,1,pubmatic.com
Kakao Corp.,kakaocorp.com,1,1,themediagrid.com
Kalifornia Ads Srl,admonkey.mobi,1,1,themediagrid.com
KapanLagi Youniverse,brilio.net,1,1,themediagrid.com
Katz Digital,katzdigital.com,1,1,freewheel.tv
Kawarizmi SAS,kawarizmi.com,1,1,themediagrid.com
Kazan,exceljet.net,1,1,triplelift.com
Kepler Group,keplergrp.com,1,1,freewheel.tv
Keppet ApS,,1,1,adform.com
KeyGames (Talpa Gaming),funnygames.nl,1,2,improvedigital.com
KeyGames Network,,1,2,improvedigital.com
Keyword - Tech,keyword-tech.com,1,1,rubiconproject.com
Kidoodle,victoryplus.com,1,1,triplelift.com
Kika Tech Inc.,kikatech.com,1,1,themediagrid.com
Kiloo,kiloo.com,1,2,improvedigital.com
Klik Klik Oy,,1,1,adform.com
Koah Labs,koahlabs.com,1,1,gumgum.com
Koah Labs,app.koah.ai,1,1,pubmatic.com
Komoona Ltd.,komoona.com,1,4,lijit.com
Kompas,kompas.com,1,1,themediagrid.com
Kongregate,kongregate.com,1,1,conversantmedia.com
Kontext,megabrain.co,1,1,pubmatic.com
Kpex Ltd.,kpex.co.nz,1,1,pubmatic.com
Krazy Coupon Lady,thekrazycouponlady.com,1,2,triplelift.com
Kronehit RadiobetriebsgmbH,kronehit.at,1,1,improvedigital.com
Kueez,weare.kueez.com,1,1,risecodes.com
LATINX CTV LLC,latinxctv.com,1,1,media.net
LIGHT ADS - SERVICOS DE PUBLICIDADE E GESTAO DE DADOS LTDA - ME,lightads.com.br,1,1,seedtag.com
La Casa Enterprises Inc,2fitmagazine.com,1,1,lijit.com
Lacuna,lacunads.com,1,1,pubmatic.com
Lagardere,lagardere.com,1,1,improvedigital.com
Lamark Media,lmdirect.com,1,1,nativo.com
Landocs Holdings LTD,sellyourwebsite.guru,1,1,adyoulike.com
Lapreferente - ES,lapreferente.com,1,1,themediagrid.com
Latinon Group,latinongroup.com,1,1,amxrtb.com
"Launch Media Solutions, LLC",launchpotato.com,1,1,media.net
Launch Potato - OB,fungrab.com,1,1,sharethrough.com
Le Van Thang dba BidGear,bidgear.com,1,1,connatix.com
Lead id LLC,leadid.net,1,1,video.unrulymedia.com
Leap Media Group LLC,leapmediagroup.net,1,1,conversantmedia.com
Leap Media Group LLC,leapmediagroupllc.com,1,1,improvedigital.com
Libsyn,libsyn.com,1,2,improvedigital.com
"Life360, Inc.",life360.com,1,1,themediagrid.com
Lifehack Media Pte. Ltd.,lifehack.org,1,1,conversantmedia.com
Liftable Media Inc,westernjournal.com,1,1,aps.amazon.com
Linea Directa Portal,lineadirectaportal.com,1,1,lijit.com
Linkprice,linkprice.com,1,1,themediagrid.com
"Linkties-Digital Co., Ltd.",linkties-digital.com,1,1,aps.amazon.com
Linotype.AI,linotype.ai,1,1,pubmatic.com
Liveleak,liveleak.com,1,1,aps.amazon.com
Local Media Advisor,localmediaadvisor.com,1,1,sharethrough.com
Local Yokel Media,localyokelmedia.com,1,1,rubiconproject.com
Logic4 UAB,,1,1,adform.com
Lola Digital Media LLC,loladigitalmedia.com,1,1,rubiconproject.com
Longitude Ads LLC,client.longitudeads.com,1,2,openx.com
"Longitude Ads, LLC",addkt.com,1,1,gumgum.com
"Lookverin, Inc",lookverin.com,1,1,pubmatic.com
"Loop Now Technologies, Inc.",firework.com,1,1,rubiconproject.com
"Loyalty Marketing, Inc.",ponta.jp,1,1,aps.amazon.com
Lucrative Gaming Inc,flashgamelicense.com,1,1,ogury.com
Luso [HB],luso.gg,1,1,adyoulike.com
MAXOUT MEDIA LTD,maxout.media,1,1,themediagrid.com
MB Adnbuzz,adnbuzz.com,1,1,adform.com
MB Digitaurum,digitaurum.lt,1,1,lijit.com
MCG Ads,mcgads.com,1,1,adyoulike.com
"MEDIA EYES CO.,LTD",mediaeyes.vn,1,1,pubmatic.com
MEDIALAB.AI Inc,medialab.la,1,1,themediagrid.com
MEMBRANA EUROPE B.V.,notsy.io,1,2,triplelift.com
METEO365.com Ltd,meteo365.com,1,1,seedtag.com
"MEX INFO CO., LIMITED",mobiexchanger.com,1,2,pubmatic.com
MG,tunoticiapr.com,1,1,lijit.com
MGL 2,myjoyonline.com,1,1,improvedigital.com
MINT Square GmbH,mint-square.com,1,1,adform.com
MMS COMMUNICATIONS DOO BEOGRAD,publicisone.rs,1,1,adform.com
MMS USA Holdings dba Epsilon Data Management,epsilon.com,1,1,video.unrulymedia.com
MOVIads sp. z o.o. sp. K.,audiencemediagroup.com,1,1,adform.com
MOVIads sp. z o.o. sp. k.,,1,1,adform.com
MOW PLAYER LLC,revistaforum.com.br,1,1,seedtag.com
MOWPlayer,biddo.net,1,1,pubmatic.com
MSX Contents,msxcontents.com,1,1,teads.tv
"MTI Co., Ltd.",mti.co.jp,1,1,themediagrid.com
MTV Oy,mtvyritys.fi,1,1,freewheel.tv
MWMLanguageServices.com Inc,multiculturalwebmedia.com,1,1,rubiconproject.com
MXPlayer,mxplayer.in,1,1,loopme.com
Mackolik İnternet Hizmetleri Ticaret A.Ş.,mackolik.com,1,1,themediagrid.com
"Mactrast, LLC",healthiguide.com,1,1,conversantmedia.com
Mad Men Consulting AB,madmen.se,1,1,rubiconproject.com
MagellanTV,magellantv.com,1,1,triplelift.com
MaineToday Media,mainetoday.com,1,1,lijit.com
Mamma Marketing Limited,mamma-ads.com,1,1,lijit.com
Manatee ApS,manatee.dk,1,1,rubiconproject.com
Mantor Media,ryanfritz.net,1,1,teads.tv
Marketplace Inc.,marketplace.co.jp,1,1,rubiconproject.com
Marketplace- oRTB - not in use,abc.com,1,3,sharethrough.com
Markets Inside Media GmbH,boersennews.de,1,1,improvedigital.com
Markito,markito.tv,1,1,adyoulike.com
Mas Comunicación,mascomunicacion.com.mx,1,1,teads.tv
Masterclick Ltd,streamloyal.ai,1,1,improvedigital.com
Math Industries Srl,youmath.it,1,1,pubmatic.com
Maticway Media PTE Ltd,maticway.com,1,1,media.net
Matricamedia.com,matricamedia.com,1,1,adyoulike.com
"Matters Media, Inc.",mattermediagroup.com,1,1,lijit.com
Maxetise AB,,1,1,adform.com
Maxetise AB,maxetise.net,1,1,rubiconproject.com
Maxvalue [HB]- DO NOT USE,maxvalue.media,1,2,adyoulike.com
Me2Zen Limited,me2zen.com,1,1,themediagrid.com
"Media 122, LLC",media122.com,1,2,pubmatic.com
Media Capital Digital S.A.,mediacapital.pt,1,1,themediagrid.com
Media Chain,mediachain.io,1,1,teads.tv
Media Data Factory SRL,mediadatafactory.com,1,1,lijit.com
Media Figaro,media.figaro.fr,1,1,amxrtb.com
"Media Fix Online, LLC",chosun.com,1,1,openx.com
Media Impact GmbH & Co. KG,screenondemand.de,1,2,adform.com
Media Investment Partners,mip30.com,1,2,freewheel.tv
Media PanArab,mediapanarab.com,1,1,teads.tv
Media Prime,triboo.com,1,1,sharethrough.com
Media Pulse Inc,mediapulse.ca,1,1,loopme.com
Media Sense,mediasense.com,1,1,amxrtb.com
"Media Tradecraft Sporcle, Inc",sporcle.com,1,2,media.net
Media&Leads,mediaandleads.com,1,1,adform.com
MediaCo Operations LLC dba Estrella MediaCo,estrellamedia.com,1,1,teads.tv
MediaDojo Inc.,mediadojo.co,1,43,openx.com
MediaForce,1xl.com,1,1,risecodes.com
MediaHafen,mediahafen.com,1,1,adform.com
MediaLab,media-lab.ai,1,1,gumgum.com
Mediaforce,mediaforce.co.uk,1,1,teads.tv
Mediageuzen BE,mediageuzen.be,1,1,adform.com
Mediameeting,infoccitanie.fr,1,1,improvedigital.com
Mediameeting,a2prl.fr,1,1,improvedigital.com
Mediamob srl,mediamob.it,1,1,themediagrid.com
Mediarock Corporation,mediarocktechbranding.com,1,1,themediagrid.com
Mediately Srl,mediately.it,1,1,teads.tv
Mediately srl,anticipazionitv.it,1,1,seedtag.com
Mediavine,adsbymediavine.com,1,2,yieldmo.com
Mediawayss,invamia.com,1,1,onetag.com
Mediology OW,mediologysoftware.com,1,1,pubmatic.com
Medmob,medmob.com,1,1,amxrtb.com
Medya Net,medyanetgrup.com.tr,1,1,amxrtb.com
Meetscale,bricks-co.com,1,5,triplelift.com
Melodong (In-app),67yo.net,1,1,pubmatic.com
Melodong Limited,melodong.com,1,1,pubmatic.com
Melty Group,meltygroup.com,1,1,pubmatic.com
Memob Plus FZ-LLC,memob.com,1,1,improvedigital.com
Memories [HB],memories.net,1,1,adyoulike.com
Meruelo Media,935kday.com,1,1,improvedigital.com
MetaX,metax.com,1,1,lijit.com
Metaps One Inc.,become.co.jp,1,1,themediagrid.com
Meteo france,meteofrance.fr,1,1,adyoulike.com
MezzoMedia Inc.,mman.kr,1,2,pubmatic.com
"MicroAd, Inc.",microad.jp,1,1,openx.com
Microsoft Bing,bing.com,1,2,improvedigital.com
Migdor Ltd.,phoenix-widget.com,1,1,themediagrid.com
Mikrop Prodýkiyon Organizasyon Iletisim Film,,1,1,adform.com
Mile Tech B.V.,leventmedia.nl,1,1,seedtag.com
Milkywase,milkywase.com,1,1,lijit.com
Mindmax Oy,,1,1,adform.com
Mirai,miraipartners.ai,1,1,triplelift.com
Mirai Partners 1125 LLC,joju.ai,1,1,conversantmedia.com
Missnovels,13eh.com,1,1,video.unrulymedia.com
MixedBin Media,mixedbin.com,1,1,lijit.com
Mobfox US LLC,uis.mobfox.com,1,1,pubmatic.com
Mobii,mobii.com,1,1,themediagrid.com
"Mobiquity Networks, Inc.",advangelists.com,1,1,rubiconproject.com
Mobitech Technologies Ltd,mobitechtechnologies.com,1,1,themediagrid.com
Mobiyoung Digital Ad Agency Pvt Ltd,mobiyoung.com,1,1,rubiconproject.com
Mobsta,mobsta.com,1,1,teads.tv
Mobusi Mobile Advertising SL.,mobusi.com,1,1,pubmatic.com
Mochi Magazine - Fabrik,mochimag.com,1,1,kargo.com
MojoMobi,mojomobi.com,1,1,adyoulike.com
Molotov TV,molotov.tv,1,1,pubmatic.com
Monetix Ad-Tech L.L.C-FZ,monetixads.com,1,1,improvedigital.com
MonetizeMore,pubguru.com,1,2,lijit.com
Money Times,actaholding.com.br,1,1,teads.tv
Monsy,monsy.com,1,1,amxrtb.com
MoonBall Media LLC.,moonball.tv,1,1,loopme.com
Mothership Marketing GmbH,mothersh1p.de,1,1,improvedigital.com
Motivate - AE,motivatemedia.com,1,1,themediagrid.com
Moto.it,crm.it,1,1,themediagrid.com
Motoplanete,groupe-sipa-ouest-france.fr,1,1,triplelift.com
Motors Regie,motorsregie.com,1,1,rubiconproject.com
Moving Walls Pte Ltd,movingwalls.com,1,1,rubiconproject.com
Mowplayer LLC,chilevision.cl,1,1,conversantmedia.com
Mth Sense Inc.,mthsense.com,1,1,openx.com
Multimedios Radios,milenio.com,1,1,improvedigital.com
Multimerica,multimerica.com,1,1,triplelift.com
Multiply,multiply.com,1,1,amxrtb.com
Mundial Media,pub.mundialmedia.dev,1,1,onetag.com
Mundial Media Inc,mundialmedia.com,1,1,rubiconproject.com
Mutlu Isler Teknoloji Ve Iletisim,happydigital.com.tr,1,1,themediagrid.com
MuxIP,muxip.com,1,4,freewheel.tv
My Code Media,mycodeplatform.com,1,1,inmobi.com
Myth Dev,myth.dev,1,1,seedtag.com
Mythiell - KR,mythiell.com,1,1,themediagrid.com
"NAMA Global, LLC",theaudiencestreet.com,1,1,rubiconproject.com
"NAVITIME JAPAN Co., Ltd.",corporate.navitime.co.jp,1,1,media.net
"NBCUniversal Media, LLC",nbc.com,1,1,freewheel.tv
NBCu LATAM,nbculatam.com,1,1,freewheel.tv
NDC Media,persgroep.nl,1,1,rubiconproject.com
NEMO DIGITAL EPE,nemo.gr,1,1,adform.com
NEWIDCo,its-newid.com,1,3,freewheel.tv
NHN ACE Corporation,acexchange.co.kr,1,2,pubmatic.com
NIGHT STEED S.C.,snowheroes.io,1,2,improvedigital.com
NIKKAN SPORTS NEWS Inc.,nikkansports.com,1,1,media.net
NInja Tools Inc.,samurai-factory.jp,1,1,openx.com
NRG Media,nrgmedia.com,1,1,improvedigital.com
NRJ France,nrj.fr,1,1,improvedigital.com
NYHETER365 AB,n365group.com,1,1,themediagrid.com
Najiba,najiba.com.br,1,1,teads.tv
Naki,naki.app,1,1,improvedigital.com
NarendraTechnologiesPrivateLimited,narendratech.com,1,4,freewheel.tv
Narrative Entertainment  UK Limited,narrative.com,1,1,conversantmedia.com
"Nasmedia Co., Ltd",admixer.co.kr,1,1,pubmatic.com
Native Ads,nativeads.com,1,1,sharethrough.com
"Native Ads, Inc",dlgd.net,1,1,lijit.com
Naviga Inc,newscyclemobile.com,1,1,aps.amazon.com
Naviget,naviget.com,1,1,adyoulike.com
Nebulaads media,nebulaads.com,1,1,lijit.com
Ned Media,nedmedia.io,1,1,pubmatic.com
Neo Interactive Corp,neoebiz.co.kr,1,2,themediagrid.com
Nerium Business LTD aka Cranberry Ads,cranberryads.com,1,1,video.unrulymedia.com
Netlink Online,netlink.vn,1,1,pubmatic.com
Netpool Finland Oy,netpool.net,1,1,adform.com
Netric Sales AB,netricsales.com,1,1,rubiconproject.com
Networkad,networkad.net,1,1,rubiconproject.com
Networx Digital,networxdigital.com,1,1,adform.com
New Day Media,newdaymedia.com,1,1,lijit.com
New Times Rwanda,newtimes.co.rw,1,1,lijit.com
NewBase Inc,timeinc.com,1,1,rubiconproject.com
NewBornTown International Enterprise Ltd.,newborntown.com,1,1,pubmatic.com
"News Revenue Hub, Inc.",fundjournalism.org,1,1,rubiconproject.com
News Usa Digital,newsusa.com,1,1,amxrtb.com
NewsCorp - UnR - US,newscorp.com,1,2,teads.tv
NewsQuest [HB],newsquest.co.uk,1,1,adyoulike.com
Newsbreak,themsp.ai,1,1,pubmatic.com
Newsmax,newsmax.com,1,1,improvedigital.com
Newsweek.Ro,newsweek.ro,1,1,amxrtb.com
Newtonsmobi Limited,newtonsads.com,1,1,pubmatic.com
Nexads,nexads.io,1,1,triplelift.com
Nexads,nexad.io,1,1,triplelift.com
Next SEO,nextseo.net,1,1,lijit.com
Nextweb,e-radio.gr,1,1,onetag.com
Nhra,nhra.com,1,1,amxrtb.com
Nimpha LTD,psvgamestudio.com,1,1,improvedigital.com
NinthDecimal,ninthdecimal.com,1,1,pubmatic.com
Nirooh,nirooh.com,1,1,improvedigital.com
Nitmus,segyemeil.com,1,1,themediagrid.com
Nitrouppi,nitrouppi.com,1,1,lijit.com
Nobeta [HB],nobeta.com,1,1,adyoulike.com
Noqoush Mobile Media Group FZ-LLC,adfalcon.com,1,1,rubiconproject.com
Norrkoping Tidningars Media AB,,1,1,adform.com
North 101 Group LLC dba Get To Revenue,gettorevenue.com,1,1,video.unrulymedia.com
Notsy B.V.,en.membrana.media,1,1,improvedigital.com
Noun & Noun LLC,kamarketing.co.za,1,1,lijit.com
Novelty Magazines Inc,novelty.media,1,1,lijit.com
Novicue Technology Solutions LLC,novicue.com,1,1,improvedigital.com
Nuba,nuba.io,1,2,pubmatic.com
NubaTV,nubatv.io,1,1,triplelift.com
Nyheter365 AB,newsner.com,1,1,adform.com
O2R Intelligence,o2rintelligence.com,1,1,connatix.com
OAN sp. z o.o.,,1,1,adform.com
OB Onboard Online GAM Publishers,corp.vsichkioferti.bg,1,1,triplelift.com
OBOX,obox.group,1,1,aps.amazon.com
OBYR LTD,obyr.co,1,1,rubiconproject.com
OKO Digital Limited,lens.oko.uk,1,2,openx.com
OLX Global B.V.,olxgroup.com,1,1,lijit.com
OMG,omg.com,1,1,freewheel.tv
OMG Marketplace CZ,omd.com,1,1,adform.com
OMP,ompventures.com,1,1,lijit.com
OMS,oms.fm,1,1,lijit.com
ONAIR LIVE INNOVATIONS LTD,onairglobal.com,1,1,improvedigital.com
OPENADS,openhost.es,1,1,teads.tv
OTT Studio,ott.studio,1,1,teads.tv
"OTTera, Inc.",ottera.tv,1,1,inmobi.com
Observador,observador.pt,1,1,improvedigital.com
"Ocean Holdings Co., Ltd.",oceanholdings.co.jp,1,1,themediagrid.com
Olhar Digital Networks Ltda,olhardigital.com.br,1,1,connatix.com
OmniJay,omnijay.com,1,1,pubmatic.com
Omnicom-Kinesso,acxiom.com,1,1,freewheel.tv
On-Sight Inc.,on-sight.biz,1,1,themediagrid.com
On3,on3.com,1,1,onetag.com
OnCore Digital Inc.,revnewdigital.com,1,1,seedtag.com
OncoreTV,oncoretv.com,1,1,triplelift.com
One Tech Group - OLV,onetech.group,1,1,rubiconproject.com
OneDSP_OneLog,onedsp.digital,1,1,adform.com
Onefootball Gmbh,company.onefootball.com,1,1,improvedigital.com
Online Media Methodologies LTD,mindadmedia.com,1,1,improvedigital.com
Onnetworkad,onnetwork.tv,1,1,amxrtb.com
Oola Group,theoolagroup.com,1,1,amxrtb.com
Oovvuu,oovvuu.com,1,2,pubmatic.com
"Open Rhapsody Co., Ltd.",adrop.io,1,1,themediagrid.com
OpenMoneta LLC.,apacdex.com,1,1,openx.com
OpenWeb,openweb.com,1,1,inmobi.com
Opera Software Americas LLC,rtbscale.com,1,1,rubiconproject.com
Oppa Media,oppa.media,1,1,ogury.com
Optad360,polishexpress.co.uk,1,1,amxrtb.com
Opti Digital,opti-digital.com,1,1,conversantmedia.com
Opti Digital,gizmodo.com,1,1,triplelift.com
Optima,,1,1,sharethrough.com
Optima Network SL,optimanetwork.net,1,1,openx.com
Organic Ventures Inc,northequity.com,1,1,gumgum.com
"Origin Media, Inc.",originmedia.com,1,1,seedtag.com
Oslo Technology Consulting AS -Driftskonto,soltion.no,1,1,themediagrid.com
Outsmart Media SRL,mediafax.ro,1,1,themediagrid.com
Owlient - FR,owlient.fr,1,1,themediagrid.com
P@RUVENDU,paruvendu.fr,1,1,themediagrid.com
"PATI VENTANA, S.L.U",divinacocina.hola.com,1,1,seedtag.com
PBH Network,pbh2.com,1,1,pubmatic.com
PGA TOUR,pgatour.com,1,1,aps.amazon.com
PJEHANNES,synonymo.fr,1,1,themediagrid.com
PMG,pmg.com,1,1,freewheel.tv
POLARIS MEDIA,polarismedia.no,1,1,themediagrid.com
POWERBEANS LTD,powerbeans.ai,1,1,inmobi.com
PRIEL,todayreport.co.kr,1,1,themediagrid.com
PRISA,prisabs.com,1,1,triplelift.com
PROFITSENCE (PVT) LTD,profitsence.com,1,1,onetag.com
PROMETHEUS GLOBAL MEDIA LLC,billboard.com,1,1,connatix.com
PS NEW DEAL LTD,,1,1,adform.com
PSR Media Inc.,psrmedia.co.kr,1,1,themediagrid.com
PULSE MEDYA LIMITED SIRKETI,,1,1,adform.com
PWD S.r.l. Unipersonale,pwd.it,1,1,teads.tv
Paddlewaver,paddlewaver.com,1,1,video.unrulymedia.com
PagineSì,paginesispa.it,1,1,lijit.com
Papayads,papayads.net,1,1,amxrtb.com
Paperlit Srl,datalit.ai,1,1,rubiconproject.com
Passendo,passendo.com,1,1,adform.com
Pebble Magazine Reseller,pebblemag.com,1,1,themediagrid.com
Pelmorex Corp,pelmorex.com,1,1,seedtag.com
PeopleConnect,peopleconnect.us,1,1,conversantmedia.com
Perform Group JP,performgroup.co.uk,1,1,pubmatic.com
Perpetual Media LLC,perpetualmedia.tv,1,1,rubiconproject.com
Pet Media Group [OW],pets4homes.co.uk,1,1,adyoulike.com
Pharoscode.co,pharoscode.co,1,1,gumgum.com
Piano US,piano.io,1,1,adform.com
PinPointAds,pinpointads.net,1,1,adyoulike.com
Pivology ltd,vodiomedia.com,1,1,video.unrulymedia.com
PixelVerge LLC,pixelverge.co,1,1,improvedigital.com
Pixellicious,pixellicious.com,1,2,improvedigital.com
Pixelpluses,rtb-useast.pixelpluses.com,1,3,pubmatic.com
Place Media Group,placenorthwest.co.uk,1,1,adyoulike.com
Planet Nine Media BV,planetvds.com,1,1,improvedigital.com
Planet Sports,ruck.co.uk,1,1,triplelift.com
Planet Sports,fatdigital.com.au,1,1,triplelift.com
Planet Sports,officialcharts.com,1,1,triplelift.com
Platform One Inc,platform-one.co.jp,1,1,aps.amazon.com
PlayAd Media Group AB,,1,1,adform.com
PlayAd Media Group Sverige AB,playad.se,1,1,pubmatic.com
PlayWorks Digital LTD.,play.works,1,1,gumgum.com
Playbuzz Ltd,,1,1,freewheel.tv
Playmaker Capital Inc,playmaker.fans,1,1,seedtag.com
Plex (FW Markets) - Live,plex.tv,1,1,freewheel.tv
Plug Media LTD,plug.media,1,1,adform.com
Plugshare,plugshare.com,1,1,pubmatic.com
Pnutech,adpnut.co.kr,1,1,themediagrid.com
Pnutech,pnutech.co.kr,1,1,themediagrid.com
Podcastbude,podcastbu.de,1,2,improvedigital.com
Popcore GmbH-OB,popcore.com,1,1,onetag.com
Power Media Press IKE,ekklisiaonline.gr,1,1,lijit.com
"Powr, LLC",powr.io,1,2,pubmatic.com
PrebidServer,prebidserver.com,1,1,adyoulike.com
Predicto AI,predicto.ai,1,1,aps.amazon.com
PressComm Tech Srl,,1,1,adform.com
Prime Publishing LLC,primecp.com,1,1,aps.amazon.com
PrimeStudio,primestudio3m.github.io,1,1,ogury.com
Primis,1043wowcountry.com,1,1,lijit.com
Prisma Information Filtering B.V.,crowdynews.com,1,1,openx.com
Prisma Media,premiere.fr,1,1,triplelift.com
Prisma Media,routard.com,1,1,triplelift.com
Private Seller 1586,,1,1,adform.com
Private Seller 2192,,1,1,adform.com
Private Seller 2418,,1,1,adform.com
Private Seller 2489,,1,1,adform.com
Private Seller 2490,,1,1,adform.com
Private Seller 2544,,1,1,adform.com
Private Seller 2552,mediabrands.fi,1,1,adform.com
Private Seller 2572,,1,1,adform.com
Private Seller 2605,kinesso.com,1,1,adform.com
Private Seller 2606,ipgmediabrands.dk,1,1,adform.com
Private Seller 2608,,1,1,adform.com
Private Seller 2714,,1,1,adform.com
Private Seller 2866,,1,1,adform.com
Private Seller 2908,,1,1,adform.com
Private Seller 2915,,1,1,adform.com
Private Seller 3043,,1,1,adform.com
Private Seller 3185,,1,1,adform.com
Private Seller 3222,,1,1,adform.com
Private Seller 638,,1,1,adform.com
ProAd Sweden AB,,1,1,adform.com
ProProfs,proprofs.com,1,1,pubmatic.com
Prodege,prodege.com,1,1,pubmatic.com
Progmaticmotion,progmaticmotion.com,1,1,seedtag.com
Programmatic Mechanics,,1,1,undertone.com
Prohaska Consulting,prohaskaconsulting.com,1,1,pubmatic.com
Project M,projectm.net,1,1,amxrtb.com
Prometheus Global Media LLC,prometheusgm.com,1,1,connatix.com
Prompt Results,promptresults.com,1,1,amxrtb.com
Proto Thema,protothema.gr,1,1,triplelift.com
Protv,protv.com,1,1,amxrtb.com
Prysm,prysmradio.com,1,2,improvedigital.com
Psychiatrist.com,psychiatrist.com,1,1,lijit.com
Pub Plus,pubplus.com,1,1,amxrtb.com
PubGalaxy,landsend.com,1,1,triplelift.com
PubGalaxy,the-boneyard.com,1,1,triplelift.com
PubLift,latin.it,1,1,triplelift.com
PubLift,musicnotes.com,1,1,triplelift.com
PubLift,lightpollutionmap.info,1,1,triplelift.com
PubLift,chiens-de-france.com,1,1,triplelift.com
PubLift,perthisok.com,1,1,triplelift.com
PubLift,twtd.co.uk,1,1,triplelift.com
PubLift,newrecruit.eu,1,1,triplelift.com
PubLift,dealdoktor.de,1,1,triplelift.com
PubLift,monopolygo.wiki,1,1,triplelift.com
PubLift,acs.org,1,1,triplelift.com
